file_name,directory,description,sha256_hash
normalized-timeline.csv,output,Verified artifact produced by hunt pipeline,45bac2148f281e24fc9707b1551152dded6ec860d2ca77bcf1f64b1dde19f05b
campaign1_initial_access.csv,output,Verified artifact produced by hunt pipeline,57bd48822df37a5db44a447601dd1cc140da44665eb643e1d7fd726d160aae14
campaign2_lateral_movement.csv,output,Verified artifact produced by hunt pipeline,1d4ec8ea8ef4b46cb8289251898560f5f49908b996698c6cc4397d0db07d340b
campaign3_exfiltration_c2.csv,output,Verified artifact produced by hunt pipeline,8deab7b10160016dbc64b08d63caf829d53e3f83b56d8911a4f712b6e9b58657
data-quality-register.csv,output,Verified artifact produced by hunt pipeline,6560e57201c036b34431e5e6c72f17a57eb221b05ca31de9239852ede4d7b179
benchmark.json,output,Verified artifact produced by hunt pipeline,76a5cc0e9eaaa82a1e3f236c26aa2e9ddcbd4d0f43c2fac9ca2163eab9f545f7
quarantine_log.csv,quarantine,Verified artifact produced by hunt pipeline,9e6c76d3fa1c37b8104f8ebf30560f19a2c74f8a601c42ff1c926d0794d886f1
